,Order Date
72370,01/02/19 21:42
75607,01/02/19 21:43
73050,01/02/19 21:45
71608,01/02/19 21:50
75168,01/02/19 21:53
72976,01/02/19 21:59
72975,01/02/19 21:59
69187,01/02/19 22:06
73767,01/02/19 22:08
70597,01/02/19 22:08
68943,01/02/19 22:09
68324,01/02/19 22:10
68099,01/02/19 22:11
71554,01/02/19 22:12
67677,01/02/19 22:17
76051,01/02/19 22:21
67579,01/02/19 22:21
69549,01/02/19 22:23
71482,01/02/19 22:25
68335,01/02/19 22:27
75791,01/02/19 22:36
75960,01/02/19 22:37
68629,01/02/19 22:43
76905,01/02/19 22:48
76130,01/02/19 22:50
71731,01/02/19 22:55
68913,01/02/19 23:01
71713,01/02/19 23:04
75794,01/02/19 23:06
69601,01/02/19 23:06
76017,01/02/19 23:07
76016,01/02/19 23:07
68079,01/02/19 23:09
68964,01/02/19 23:16
71924,01/02/19 23:27
69592,01/02/19 23:32
71960,01/02/19 23:34
67842,01/02/19 23:35
73937,01/02/19 23:36
73522,01/02/19 23:42
71863,01/02/19 23:43
74318,01/02/19 23:53
73201,01/02/19 23:58
71654,01/03/19 00:06
73922,01/03/19 00:09
67701,01/03/19 00:14
67700,01/03/19 00:14
71882,01/03/19 00:14
76970,01/03/19 00:40
71846,01/03/19 01:02
72306,01/03/19 01:04
72695,01/03/19 01:22
75542,01/03/19 01:23
68963,01/03/19 01:24
67911,01/03/19 01:43
71769,01/03/19 02:00
70818,01/03/19 02:29
68893,01/03/19 02:56
74408,01/03/19 03:45
76776,01/03/19 04:34
76775,01/03/19 04:34
71496,01/03/19 04:57
71416,01/03/19 05:12
71415,01/03/19 05:12
72725,01/03/19 05:23
73585,01/03/19 06:18
75445,01/03/19 06:48
75185,01/03/19 06:53
69077,01/03/19 06:56
71172,01/03/19 07:15
71524,01/03/19 07:38
70859,01/03/19 07:53
75476,01/03/19 07:54
67753,01/03/19 07:59
68743,01/03/19 08:01
71472,01/03/19 08:11
75908,01/03/19 08:15
69512,01/03/19 08:16
77044,01/03/19 08:21
69355,01/03/19 08:21
67734,01/03/19 08:21
74887,01/03/19 08:22
74738,01/03/19 08:26
74182,01/03/19 08:29
74106,01/03/19 08:29
70048,01/03/19 08:34
74279,01/03/19 08:40
70850,01/03/19 08:43
77121,01/03/19 09:03
73920,01/03/19 09:06
68747,01/03/19 09:25
74530,01/03/19 09:31
76541,01/03/19 09:46
67577,01/03/19 09:46
76734,01/03/19 09:49
71565,01/03/19 09:49
72164,01/03/19 09:49
74829,01/03/19 09:52
68845,01/03/19 09:52
70477,01/03/19 09:55
76636,01/03/19 09:56
71229,01/03/19 09:58
75808,01/03/19 09:59
75196,01/03/19 10:00
75197,01/03/19 10:00
69422,01/03/19 10:02
72139,01/03/19 10:11
75756,01/03/19 10:16
72949,01/03/19 10:24
75098,01/03/19 10:41
75256,01/03/19 10:42
72473,01/03/19 10:42
75954,01/03/19 10:43
73967,01/03/19 10:44
70590,01/03/19 10:46
70668,01/03/19 10:50
71028,01/03/19 10:57
67855,01/03/19 10:59
70493,01/03/19 11:00
72413,01/03/19 11:07
69604,01/03/19 11:07
74329,01/03/19 11:09
70955,01/03/19 11:11
75175,01/03/19 11:12
67669,01/03/19 11:12
75114,01/03/19 11:13
73780,01/03/19 11:14
68888,01/03/19 11:19
69974,01/03/19 11:19
71244,01/03/19 11:20
75562,01/03/19 11:20
73113,01/03/19 11:26
74323,01/03/19 11:29
74383,01/03/19 11:29
72399,01/03/19 11:30
75064,01/03/19 11:32
73237,01/03/19 11:40
71681,01/03/19 11:42
68499,01/03/19 11:44
76452,01/03/19 11:46
69004,01/03/19 11:48
74576,01/03/19 11:51
69828,01/03/19 11:54
73355,01/03/19 11:56
76008,01/03/19 11:57
69980,01/03/19 11:57
68863,01/03/19 11:59
70803,01/03/19 12:07
75971,01/03/19 12:17
75970,01/03/19 12:17
72227,01/03/19 12:20
68656,01/03/19 12:21
73333,01/03/19 12:25
69055,01/03/19 12:30
76612,01/03/19 12:35
73435,01/03/19 12:36
71898,01/03/19 12:37
71127,01/03/19 12:38
75216,01/03/19 12:39
73384,01/03/19 12:45
68953,01/03/19 12:48
70250,01/03/19 12:48
75972,01/03/19 12:50
68352,01/03/19 12:54
75532,01/03/19 12:55
68184,01/03/19 12:55
73506,01/03/19 13:01
69660,01/03/19 13:02
69603,01/03/19 13:10
73265,01/03/19 13:12
73447,01/03/19 13:12
75364,01/03/19 13:14
72405,01/03/19 13:14
69096,01/03/19 13:31
72280,01/03/19 13:31
77113,01/03/19 13:33
74611,01/03/19 13:37
76573,01/03/19 13:40
70852,01/03/19 13:40
77090,01/03/19 13:49
77028,01/03/19 13:49
72197,01/03/19 13:56
75214,01/03/19 13:58
74120,01/03/19 14:07
75953,01/03/19 14:08
75514,01/03/19 14:15
74860,01/03/19 14:29
76637,01/03/19 14:34
72445,01/03/19 14:50
70130,01/03/19 14:54
75887,01/03/19 14:55
73985,01/03/19 14:56
76789,01/03/19 15:23
72385,01/03/19 15:26
76815,01/03/19 15:27
70623,01/03/19 15:29
73096,01/03/19 15:29
75004,01/03/19 15:30
75764,01/03/19 15:33
73236,01/03/19 15:49
70500,01/03/19 15:50
71247,01/03/19 15:54
71684,01/03/19 15:57
68570,01/03/19 16:01
73348,01/03/19 16:03
68579,01/03/19 16:03
70017,01/03/19 16:04
71534,01/03/19 16:10
76743,01/03/19 16:25
70562,01/03/19 16:25
73892,01/03/19 16:27
69698,01/03/19 16:36
72499,01/03/19 16:38
71910,01/03/19 16:39
75552,01/03/19 16:46
68696,01/03/19 16:48
73024,01/03/19 16:49
69458,01/03/19 16:49
71609,01/03/19 16:49
67972,01/03/19 16:55
77258,01/03/19 17:20
68921,01/03/19 17:20
69675,01/03/19 17:27
68894,01/03/19 17:34
71001,01/03/19 17:41
71002,01/03/19 17:41
69241,01/03/19 17:53
68777,01/03/19 17:57
75002,01/03/19 18:04
71005,01/03/19 18:07
72033,01/03/19 18:17
74895,01/03/19 18:22
67697,01/03/19 18:22
74681,01/03/19 18:24
74369,01/03/19 18:25
69887,01/03/19 18:27
71233,01/03/19 18:27
76394,01/03/19 18:28
67864,01/03/19 18:32
71249,01/03/19 18:33
69845,01/03/19 18:34
69956,01/03/19 18:35
71935,01/03/19 18:36
72338,01/03/19 18:39
71199,01/03/19 18:43
68926,01/03/19 18:45
68001,01/03/19 18:50
75520,01/03/19 18:51
70061,01/03/19 18:55
73162,01/03/19 18:57
71566,01/03/19 18:59
68161,01/03/19 19:01
70154,01/03/19 19:01
76038,01/03/19 19:02
74071,01/03/19 19:06
74070,01/03/19 19:06
74154,01/03/19 19:07
75524,01/03/19 19:09
67593,01/03/19 19:10
74834,01/03/19 19:10
75919,01/03/19 19:10
69932,01/03/19 19:19
69452,01/03/19 19:19
70144,01/03/19 19:20
69001,01/03/19 19:20
70143,01/03/19 19:20
75080,01/03/19 19:24
69715,01/03/19 19:24
72645,01/03/19 19:28
74372,01/03/19 19:32
71091,01/03/19 19:42
71090,01/03/19 19:42
73722,01/03/19 19:50
72396,01/03/19 19:51
73897,01/03/19 19:52
67823,01/03/19 19:54
68003,01/03/19 19:55
75354,01/03/19 19:58
68365,01/03/19 19:58
71716,01/03/19 19:59
71316,01/03/19 20:00
67582,01/03/19 20:05
75936,01/03/19 20:09
72281,01/03/19 20:11
69774,01/03/19 20:11
73180,01/03/19 20:12
71650,01/03/19 20:16
75348,01/03/19 20:18
69411,01/03/19 20:20
69602,01/03/19 20:21
73599,01/03/19 20:32
72320,01/03/19 20:35
70811,01/03/19 20:37
76972,01/03/19 20:42
70785,01/03/19 20:43
72651,01/03/19 20:46
68140,01/03/19 20:47
67664,01/03/19 20:51
72503,01/03/19 20:51
69635,01/03/19 20:52
72314,01/03/19 20:54
68922,01/03/19 20:55
71366,01/03/19 21:00
70203,01/03/19 21:00
71689,01/03/19 21:05
77013,01/03/19 21:16
76264,01/03/19 21:20
74026,01/03/19 21:20
75344,01/03/19 21:38
73164,01/03/19 21:49
73185,01/03/19 21:50
68005,01/03/19 21:53
67561,01/03/19 21:54
77260,01/03/19 21:54
74305,01/03/19 21:54
67727,01/03/19 22:02
72219,01/03/19 22:04
68721,01/03/19 22:16
71832,01/03/19 22:17
77203,01/03/19 22:18
74115,01/03/19 22:20
74114,01/03/19 22:20
74745,01/03/19 22:24
74445,01/03/19 22:34
74842,01/03/19 22:38
72122,01/03/19 22:41
72848,01/03/19 22:49
74636,01/03/19 22:50
70436,01/03/19 22:53
70152,01/03/19 22:54
76880,01/03/19 22:56
68778,01/03/19 23:01
72442,01/03/19 23:19
71491,01/03/19 23:19
76194,01/03/19 23:21
70316,01/03/19 23:25
74452,01/03/19 23:27
73777,01/03/19 23:55
73268,01/03/19 23:55
73139,01/04/19 00:05
75726,01/04/19 00:29
74230,01/04/19 00:30
70367,01/04/19 00:41
73443,01/04/19 00:42
73442,01/04/19 00:55
75885,01/04/19 00:57
73169,01/04/19 01:10
74465,01/04/19 01:32
70124,01/04/19 01:32
71625,01/04/19 01:52
72466,01/04/19 02:10
74846,01/04/19 02:11
71923,01/04/19 02:16
76949,01/04/19 02:42
70678,01/04/19 02:43
68474,01/04/19 04:20
70212,01/04/19 04:28
68500,01/04/19 04:31
68501,01/04/19 04:31
77103,01/04/19 05:19
69134,01/04/19 05:20
76064,01/04/19 05:31
71790,01/04/19 06:13
70066,01/04/19 06:17
70227,01/04/19 06:20
74456,01/04/19 06:28
68356,01/04/19 06:28
68355,01/04/19 06:28
70837,01/04/19 06:40
69846,01/04/19 06:45
74109,01/04/19 06:47
72243,01/04/19 06:54
67748,01/04/19 07:16
73264,01/04/19 07:29
69960,01/04/19 07:31
75350,01/04/19 07:45
75265,01/04/19 07:59
69926,01/04/19 08:04
69498,01/04/19 08:07
76571,01/04/19 08:16
72089,01/04/19 08:21
75825,01/04/19 08:22
75497,01/04/19 08:34
75215,01/04/19 08:34
74190,01/04/19 08:37
74067,01/04/19 08:38
72414,01/04/19 08:45
70871,01/04/19 08:49
70870,01/04/19 08:49
72055,01/04/19 08:59
68146,01/04/19 09:03
69018,01/04/19 09:03
69017,01/04/19 09:03
68349,01/04/19 09:04
74315,01/04/19 09:04
70473,01/04/19 09:05
69649,01/04/19 09:08
68985,01/04/19 09:10
68986,01/04/19 09:10
71651,01/04/19 09:15
72007,01/04/19 09:17
73865,01/04/19 09:20
76816,01/04/19 09:21
69376,01/04/19 09:26
73397,01/04/19 09:30
68603,01/04/19 09:47
71054,01/04/19 09:58
71694,01/04/19 10:00
67999,01/04/19 10:09
75298,01/04/19 10:11
72739,01/04/19 10:12
69778,01/04/19 10:14
68923,01/04/19 10:19
72455,01/04/19 10:23
74215,01/04/19 10:25
68588,01/04/19 10:29
73561,01/04/19 10:33
72353,01/04/19 10:33
73562,01/04/19 10:33
76119,01/04/19 10:34
73808,01/04/19 10:40
73809,01/04/19 10:40
69630,01/04/19 10:42
70741,01/04/19 10:42
76548,01/04/19 10:44
76032,01/04/19 10:45
73790,01/04/19 10:46
68916,01/04/19 10:48
76778,01/04/19 10:54
69820,01/04/19 11:04
73474,01/04/19 11:07
75765,01/04/19 11:09
71267,01/04/19 11:09
67612,01/04/19 11:09
71268,01/04/19 11:09
76197,01/04/19 11:12
69169,01/04/19 11:15
68407,01/04/19 11:15
71995,01/04/19 11:15
69344,01/04/19 11:16
76790,01/04/19 11:16
67809,01/04/19 11:21
75194,01/04/19 11:22
76941,01/04/19 11:26
73137,01/04/19 11:26
70253,01/04/19 11:35
69523,01/04/19 11:37
76329,01/04/19 11:40
76330,01/04/19 11:40
72987,01/04/19 11:44
72986,01/04/19 11:44
73012,01/04/19 11:45
75334,01/04/19 11:46
76367,01/04/19 11:51
72548,01/04/19 11:55
69913,01/04/19 11:55
69958,01/04/19 12:03
74283,01/04/19 12:07
69351,01/04/19 12:20
